label,candidate_apex_x,loglik,fixed_b,fixed_pi,n,source_file,relative_loglik
bias AAG,-4.75,-1140756.5285821368,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08726195199415088
bias AAG,-4.5,-1140756.5295299422,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08820975734852254
bias AAG,-4.25,-1140756.5304219197,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08910173480398953
bias AAG,-4.0,-1140756.5312356334,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.0899154485668987
bias AAG,-3.75,-1140756.5319441594,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.09062397456727922
bias AAG,-3.5,-1140756.5325160522,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.09119586739689112
bias AAG,-3.25,-1140756.5329155973,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.0915954124648124
bias AAG,-3.0,-1140756.5331034355,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.09178325068205595
bias AAG,-2.75,-1140756.533037593,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.09171740803867579
bias AAG,-2.5,-1140756.53267496,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.09135477524250746
bias AAG,-2.25,-1140756.5319732027,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.0906530178617686
bias AAG,-2.0,-1140756.5308930422,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08957285736687481
bias AAG,-1.75,-1140756.529400807,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08808062225580215
bias AAG,-1.5,-1140756.52747108,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08615089510567486
bias AAG,-1.25,-1140756.5250892334,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08376904856413603
bias AAG,-1.0,-1140756.522253611,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08093342604115605
bias AAG,-0.75,-1140756.5189771012,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.07765691634267569
bias AAG,-0.5,-1140756.5152878703,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.07396768545731902
bias AAG,-0.25,-1140756.5112290923,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.06990890740416944
bias AAG,0.0,-1140756.5068575984,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.06553741358220577
bias AAG,0.25,-1140756.5022414925,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.060921307653188705
bias AAG,0.5,-1140756.497456911,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.05613672616891563
bias AAG,0.75,-1140756.4925842197,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.05126403481699526
bias AAG,1.0,-1140756.4877040177,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.04638383281417191
bias AAG,1.25,-1140756.4828933317,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.04157314682379365
bias AAG,1.5,-1140756.4782223566,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.03690217179246247
bias AAG,1.75,-1140756.4737519925,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.0324318076018244
bias AAG,2.0,-1140756.4695323028,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.028212117962539196
bias AAG,2.25,-1140756.465601889,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.024281704099848866
bias AAG,2.5,-1140756.461988057,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.020667872158810496
bias AAG,2.75,-1140756.458707591,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.017387406202033162
bias AAG,3.0,-1140756.455767904,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.014447719091549516
bias AAG,3.25,-1140756.453168363,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.01184817822650075
