motif	n	apex_x	apex_y_channel_width	se_apex_x	se_apex_y	apex_x_lo	apex_x_hi	apex_y_lo	apex_y_hi	pi_enrichment	enrichment_fold	LR	p_chi2	p_perm	delta_aic	loglik_full	loglik_null	status	q_chi2
NRF1_loMNase_fragL_dist	200000	0.6841759628635932	18.460124962217073	0.053371665759090164	0.13913255635895533	0.5795674979757764	0.7887844277514099	18.18742515175352	18.732824772680626	0.16793531181363472	2.741984831358657	32772.010064225644	0.0	NA	32766.010064225644	-1124370.4898991273	-1140756.49493124	ok	0.0
RFX5_loMNase_fragL_dist	200000	-7.605758681341231	4.482543647320087	0.1345976485737841	0.2823019944872704	-7.869570072545848	-7.3419472901366145	3.9292317381250372	5.035855556515137	0.07863340162731337	1.5338987717287982	6046.051212001126	0.0	NA	6040.051212001126	-1137733.4693252395	-1140756.49493124	ok	0.0
TCF7_loMNase_fragL_dist	200000	-8.939845637136989	0.0	0.23834770469504088	NA	-9.407007138339269	-8.472684135934708	NA	NA	0.04354347677295651	1.2755551947796462	1730.3602593718097	0.0	NA	1724.3602593718097	-1139891.3148015542	-1140756.49493124	ok	0.0
BHLHE40_loMNase_fragL_dist	200000	-0.3975203914404939	9.94727010588664	0.08437840641927678	0.18916504139700765	-0.5629020680222764	-0.2321387148587114	9.576506624748504	10.318033587024775	0.10911080142615186	1.9176971739416766	13141.596044635866	0.0	NA	13135.596044635866	-1134185.6969089222	-1140756.49493124	ok	0.0
ATF4_loMNase_fragL_dist	200000	-7.847091278203093	0.0	0.05313767458486854	NA	-7.951241120389436	-7.742941436016751	NA	NA	0.0688819326259669	1.4286096235541847	4077.657872306183	0.0	NA	4071.657872306183	-1138717.665995087	-1140756.49493124	ok	0.0
HINFP_loMNase_fragL_dist	200000	2.2206793498240756	9.617774426295032	0.06949519304876178	0.1488456130923739	2.0844687714485026	2.3568899281996485	9.32603702463398	9.909511827956084	0.08100516652890741	1.6725687900067112	7699.133636386134	0.0	NA	7693.133636386134	-1136906.928113047	-1140756.49493124	ok	0.0
ZNF7_loMNase_fragL_dist	200000	-7.76231538518314	8.507665066694562	0.22377098206546817	0.5468445029248972	-8.200906510031457	-7.3237242603348225	7.4358498409617635	9.57948029242736	0.07317988375738574	1.5595820206303095	5970.710471546277	0.0	NA	5964.710471546277	-1137771.139695467	-1140756.49493124	ok	0.0
MAFK_loMNase_fragL_dist	200000	0.06267227058586466	10.826978135813247	0.11307319648355824	0.3058197069715668	-0.15895119452190948	0.2842957356936388	10.227571510148977	11.426384761477518	0.15053290743913952	2.302494495408855	23908.859372057486	0.0	NA	23902.859372057486	-1128802.0652452114	-1140756.49493124	ok	0.0
JUN_loMNase_fragL_dist	200000	-3.2671423681633627	0.0	0.15328829881683942	NA	-3.567587433844368	-2.9666973024823573	NA	NA	0.1490948280434113	2.0335405446338695	18242.403191015124	0.0	NA	18236.403191015124	-1131635.2933357325	-1140756.49493124	ok	0.0
TFDP1_loMNase_fragL_dist	200000	-0.3154773723397111	12.740538511881532	0.08099806479706748	0.18258538287091997	-0.47423357934196336	-0.1567211653374589	12.382671161454528	13.098405862308535	0.0944117443361957	1.8401466482365805	10451.120077097323	0.0	NA	10445.120077097323	-1135530.9348926914	-1140756.49493124	ok	0.0
